62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	55.548031	2.587000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	61.558830	2.420000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	71.169397	2.153000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	57.964114	2.520000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	50.938666	2.714000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	52.068222	2.683000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	54.499397	2.616000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	64.431246	2.340000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	61.594739	2.419000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	58.216101	2.513000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	50.171567	2.735000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	66.407595	2.285000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	62.456461	2.395000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	63.497635	2.366000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	67.270996	2.261000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	73.895696	2.078000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	68.063189	2.239000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	66.479517	2.283000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	71.531818	2.143000	
62.325562	125.661852	8.000000	10.000000	0.000000	1.000000	3400.000000	68.748032	2.220000	
62.325562	125.661852	8.000000	10.000000	0.026333	1.111606	3400.000000	66.567028	2.280567	
62.325562	125.661852	8.000000	10.000000	0.024250	1.141959	3400.000000	77.792131	1.971933	
62.325562	125.661852	8.000000	10.000000	0.022875	1.106679	3400.000000	72.255172	2.123067	
62.325562	125.661852	8.000000	10.000000	0.025667	1.107162	3400.000000	70.227232	2.179033	
62.325562	125.661852	8.000000	10.000000	0.025167	1.939373	3400.000000	69.525068	2.198467	
62.325562	125.661852	8.000000	10.000000	0.024292	2.008128	3400.000000	81.179086	1.881167	
62.325562	125.661852	8.000000	10.000000	0.022833	2.037545	3400.000000	70.947258	2.159133	
62.325562	125.661852	8.000000	10.000000	0.023708	2.035226	3400.000000	67.255400	2.261433	
62.325562	125.661852	8.000000	10.000000	0.024708	2.577229	3400.000000	82.168139	1.854967	
62.325562	125.661852	8.000000	10.000000	0.026542	2.469400	3400.000000	68.963242	2.214033	
62.325562	125.661852	8.000000	10.000000	0.022667	2.285569	3400.000000	63.789662	2.357867	
62.325562	125.661852	8.000000	10.000000	0.020375	2.355534	3400.000000	73.286894	2.094700	
62.325562	125.661852	8.000000	10.000000	0.025750	3.267371	3400.000000	79.543802	1.924800	
62.325562	125.661852	8.000000	10.000000	0.030292	3.211556	3400.000000	71.269637	2.150233	
62.325562	125.661852	8.000000	10.000000	0.022792	3.313490	3400.000000	66.293727	2.288167	
62.325562	125.661852	8.000000	10.000000	0.022500	3.305344	3400.000000	73.681699	2.083867	
62.325562	125.661852	8.000000	10.000000	0.024583	4.684405	3400.000000	73.431401	2.090733	
62.325562	125.661852	8.000000	10.000000	0.025292	4.777037	3400.000000	73.985713	2.075533	
62.325562	125.661852	8.000000	10.000000	0.027417	4.810278	3400.000000	76.378589	2.010233	
62.325562	125.661852	8.000000	10.000000	0.024000	5.223095	3400.000000	68.188093	2.235533	
62.325562	125.661852	8.000000	10.000000	0.052542	1.112414	3400.000000	81.118867	1.882767	
62.325562	125.661852	8.000000	10.000000	0.050708	1.125616	3400.000000	85.475475	1.768533	
62.325562	125.661852	8.000000	10.000000	0.046958	1.091128	3400.000000	82.451066	1.847500	
62.325562	125.661852	8.000000	10.000000	0.050792	1.118534	3400.000000	84.227055	1.800933	
62.325562	125.661852	8.000000	10.000000	0.046292	1.891158	3400.000000	75.544485	2.032933	
62.325562	125.661852	8.000000	10.000000	0.049583	1.996851	3400.000000	84.864005	1.784367	
62.325562	125.661852	8.000000	10.000000	0.052500	1.972488	3400.000000	84.461257	1.794833	
62.325562	125.661852	8.000000	10.000000	0.049542	1.954745	3400.000000	71.142831	2.153733	
62.325562	125.661852	8.000000	10.000000	0.049333	2.604843	3400.000000	77.038208	1.992333	
62.325562	125.661852	8.000000	10.000000	0.048500	2.469119	3400.000000	70.112751	2.182200	
62.325562	125.661852	8.000000	10.000000	0.049708	2.475885	3400.000000	62.253010	2.400667	
62.325562	125.661852	8.000000	10.000000	0.050042	2.596398	3400.000000	69.852550	2.189400	
62.325562	125.661852	8.000000	10.000000	0.046333	3.454642	3400.000000	72.934983	2.104367	
62.325562	125.661852	8.000000	10.000000	0.050625	3.224832	3400.000000	71.321576	2.148800	
62.325562	125.661852	8.000000	10.000000	0.051750	3.315873	3400.000000	67.220610	2.262400	
62.325562	125.661852	8.000000	10.000000	0.047833	3.262610	3400.000000	72.131698	2.126467	
62.325562	125.661852	8.000000	10.000000	0.043167	4.675529	3400.000000	61.750338	2.414667	
62.325562	125.661852	8.000000	10.000000	0.052625	5.243319	3400.000000	65.202327	2.318533	
62.325562	125.661852	8.000000	10.000000	0.050500	5.159494	3400.000000	66.466330	2.283367	
62.325562	125.661852	8.000000	10.000000	0.050000	5.178963	3400.000000	62.139315	2.403833	
62.325562	125.661852	8.000000	10.000000	0.078125	1.097004	3400.000000	71.762717	2.136633	
62.325562	125.661852	8.000000	10.000000	0.074333	1.112049	3400.000000	71.662362	2.139400	
62.325562	125.661852	8.000000	10.000000	0.075500	1.132504	3400.000000	78.361665	1.956567	
