2.000000	10.000000	0.008460	1.111111	5.208889	0.123457	21.923634	
2.000000	10.000000	0.013158	1.071429	5.408654	0.076531	23.844879	
2.000000	10.000000	0.027228	1.100000	4.449057	0.110000	15.345051	
2.000000	10.000000	0.023084	1.000000	4.787330	0.000000	18.131195	
2.000000	10.000000	0.039926	1.228571	4.119522	0.280816	12.850942	
2.000000	10.000000	0.056808	1.067797	4.340249	0.072393	14.497514	
2.000000	10.000000	0.067918	1.101449	4.919811	0.111741	19.284733	
2.000000	10.000000	0.070892	1.231884	4.368628	0.285654	14.716279	
2.000000	10.000000	0.100847	1.239583	3.988722	0.296984	11.921183	
2.000000	10.000000	0.085031	1.246753	4.395744	0.307640	14.926826	
2.000000	10.000000	0.090909	1.265823	3.378378	0.336485	8.035062	
2.000000	10.000000	0.111336	1.279070	2.976271	0.356950	5.881918	
2.000000	10.000000	0.180924	1.343066	3.203846	0.460760	7.060784	
2.000000	10.000000	0.195482	1.520270	2.849231	0.790951	5.268885	
2.000000	10.000000	0.154185	1.367188	2.689076	0.502014	4.542052	
2.000000	10.000000	0.207294	1.565217	2.622222	0.884688	4.253827	
2.000000	10.000000	0.181963	1.480520	2.556110	0.711419	3.977588	
2.000000	10.000000	0.215385	1.657895	2.542936	1.090720	3.923589	
2.000000	10.000000	0.267841	1.767442	2.239892	1.356409	2.777225	
2.000000	10.000000	0.242049	1.767742	2.205656	1.357170	2.659261	
2.000000	10.000000	0.260601	1.715116	2.331476	1.226508	3.104306	
2.000000	10.000000	0.288344	1.858757	2.200542	1.596221	2.641843	
2.000000	10.000000	0.257537	1.916667	2.193384	1.756945	2.617550	
2.000000	10.000000	0.307557	1.955307	2.141304	1.867919	2.443880	
2.000000	10.000000	0.352170	2.205128	2.081579	2.657463	2.251392	
2.000000	10.000000	0.339465	2.360465	1.872038	3.211330	1.632488	
2.000000	10.000000	0.394503	2.541667	1.698413	3.918403	1.186193	
2.000000	10.000000	0.388592	2.491429	1.819629	3.715788	1.491420	
2.000000	10.000000	0.405258	2.847134	1.640000	5.259036	1.049600	
2.000000	10.000000	0.494606	3.239130	1.522500	7.252836	0.795506	
2.000000	10.000000	0.421268	3.074627	1.338061	6.378705	0.452347	
2.000000	10.000000	0.495311	3.397660	1.514067	8.146437	0.778331	
2.000000	10.000000	0.510695	3.537037	1.689231	8.973593	1.164270	
2.000000	10.000000	0.476977	3.388889	1.416471	8.095678	0.589918	
2.000000	10.000000	0.524452	3.534091	1.375610	8.955707	0.516692	
2.000000	10.000000	0.491568	3.785715	1.358108	10.545920	0.486350	
2.000000	10.000000	0.597360	5.362964	1.501538	23.398413	0.753079	
2.000000	10.000000	0.637083	5.000000	1.319489	20.000002	0.421562	
2.000000	10.000000	0.586770	4.523179	1.431548	15.935966	0.617781	
2.000000	10.000000	0.617761	5.517242	1.289902	24.922718	0.373946	
2.000000	10.000000	0.573557	6.416667	1.165394	34.756947	0.192750	
2.000000	10.000000	0.617977	6.875001	1.251534	40.390636	0.314803	
1.000000	30.000000	0.012690	1.000000	12.548385	0.000000	144.913589	
1.000000	30.000000	0.015789	1.000000	12.466666	0.000000	142.951111	
1.000000	30.000000	0.024931	1.000000	16.761913	0.000000	264.199799	
1.000000	30.000000	0.078591	1.074074	6.938775	0.079561	41.207825	
1.000000	30.000000	0.070175	1.166667	7.571428	0.194444	49.755089	
1.000000	30.000000	0.122340	1.095238	5.322581	0.104308	23.007284	
1.000000	30.000000	0.120419	1.210526	3.952941	0.254848	11.672804	
1.000000	30.000000	0.125683	1.210526	5.714285	0.254848	26.938772	
1.000000	30.000000	0.152113	1.285714	3.810127	0.367347	10.706941	
