1.000000	10.000000	0.022951	1.105263	42.571392	99.749992	0.024634	
1.000000	10.000000	0.038050	1.066667	26.096760	240.000000	0.041433	
1.000000	10.000000	0.032220	1.125000	31.192301	72.000000	0.034218	
1.000000	10.000000	0.064159	1.115385	15.666669	83.777771	0.072831	
1.000000	10.000000	0.072941	1.192308	14.071434	32.240002	0.082355	
1.000000	10.000000	0.085776	1.179104	11.859154	36.756947	0.100568	
1.000000	10.000000	0.181818	1.416667	6.270492	8.159999	0.225735	
1.000000	10.000000	0.213992	1.444444	5.127517	7.312500	0.300974	
1.000000	10.000000	0.199166	1.436090	5.525180	7.551427	0.269820	
1.000000	10.000000	0.236043	1.575163	4.936708	4.761493	0.318545	
1.000000	10.000000	0.270857	1.472050	3.866667	6.606129	0.470525	
1.000000	10.000000	0.314348	1.668605	3.618497	3.732627	0.527745	
1.000000	10.000000	0.317073	1.702381	3.520000	3.450733	0.554296	
1.000000	10.000000	0.418126	2.136842	2.868020	1.653378	0.821900	
1.000000	10.000000	0.537657	2.691100	2.278351	0.941004	1.394186	
1.000000	10.000000	0.644565	3.572289	1.934911	0.539892	2.213708	
1.000000	10.000000	0.629902	3.520548	2.040540	0.554141	1.884635	
1.000000	10.000000	0.660931	4.106918	2.093750	0.425458	1.750204	
1.000000	10.000000	0.674121	4.006329	1.912500	0.443275	2.296866	
1.000000	10.000000	0.779935	6.127119	1.714286	0.233082	3.360000	
1.000000	10.000000	0.818610	7.637362	1.673913	0.173361	3.685744	
1.000000	20.000000	0.000000	0.000000	452.997528	0.000000	0.002217	
1.000000	20.000000	0.035545	1.153846	27.133329	48.749996	0.039730	
1.000000	20.000000	0.078775	1.285714	13.580645	15.750000	0.085805	
1.000000	20.000000	0.041860	1.125000	22.888893	72.000000	0.047772	
1.000000	20.000000	0.163830	1.283333	6.442623	15.986158	0.217493	
1.000000	20.000000	0.150000	1.301887	6.859650	14.285155	0.199783	
1.000000	20.000000	0.198758	1.391304	5.301371	9.086420	0.286533	
1.000000	20.000000	0.218182	1.421053	4.777778	8.015625	0.334775	
1.000000	20.000000	0.235867	1.592105	4.962025	4.541234	0.316100	
1.000000	20.000000	0.289417	1.717949	3.825581	3.332908	0.479161	
1.000000	20.000000	0.280624	1.726027	4.088607	3.274475	0.428598	
1.000000	20.000000	0.313726	1.882353	3.888889	2.417778	0.465976	
1.000000	20.000000	0.357759	1.824176	3.072165	2.685511	0.715477	
1.000000	20.000000	0.537530	2.883117	2.301205	0.813032	1.359139	
1.000000	20.000000	0.606186	3.721519	2.387500	0.502455	1.240159	
1.000000	20.000000	0.684327	4.305555	1.833333	0.394040	2.640000	
