-0.546061 -0.435308 -0.318662 -0.264691 -0.0478276 
-0.420793 -0.309797 -0.286901 -0.587495 -0.123112 
-0.53137 -0.495582 -0.25935 -0.255466 0.12605 
-0.617893 -0.413147 -0.0740437 -0.274974 -0.00521871 
-0.571226 -0.404241 -0.203104 -0.281123 0.104967 
-0.518578 -0.367635 -0.304775 -0.412028 0.130912 
-0.652192 -0.300467 -0.377244 -0.284447 0.0702756 
-0.457294 -0.382028 -0.255395 -0.310652 -0.0213097 
-0.6294 -0.46039 -0.158281 -0.0905671 -0.000441014 
-0.771998 -0.496252 -0.246616 -0.103393 0.0691863 
-0.669036 -0.452667 -0.245935 -0.224853 0.046376 
-0.676961 -0.577913 -0.277625 -0.0592295 0.126179 
-0.661379 -0.548366 -0.238218 -0.0726966 0.0448057 
-0.552264 -0.325812 -0.337081 -0.174414 -0.0126529 
-0.505167 -0.354765 -0.364761 -0.201604 -0.00596028 
-0.725077 -0.417915 -0.268715 -0.366733 0.0612443 
-0.786327 -0.428399 -0.146637 -0.382123 0.148665 
-0.812193 -0.386588 -0.377958 -0.232292 0.138752 
-0.836974 -0.210396 -0.397498 -0.276081 0.274835 
-0.364114 -0.471412 -0.190317 -0.310303 -0.0742724 
-0.52669 -0.56037 -0.253006 -0.316079 0.133781 
-0.546707 -0.664576 -0.136943 -0.135545 0.318454 
-0.789021 -0.623035 -0.189117 -0.0626438 0.102897 
-0.574258 -0.34814 0.0560911 -0.265089 -0.0729595 
-0.737672 -0.509731 -0.0139711 -0.19109 0.0448137 
-0.719331 -0.578977 -0.0423349 -0.222249 0.0584843 
-0.48805 -0.563068 -0.218716 -0.25275 0.122276 
-0.326075 -0.463244 -0.108614 -0.415282 -0.234166 
-0.199297 -0.315663 -0.0984995 -0.403331 -0.264078 
-0.199911 -0.283847 -0.322573 -0.409958 -0.142432 
-0.360569 -0.313967 -0.278169 -0.233369 -0.0159108 
-0.521826 -0.25947 -0.151377 -0.19785 -0.0896279 
-0.515422 -0.307724 -0.336388 -0.398545 0.0186713 
-0.575614 -0.252497 -0.23468 -0.307593 -0.12612 
-0.559736 -0.33156 -0.187945 -0.0887024 0.0783928 
-0.574132 -0.34505 -0.348348 -0.292812 0.00822388 
-0.498025 -0.225602 -0.19005 -0.0883343 -0.111409 
-0.490656 -0.313148 -0.236496 -0.275051 -0.236052 
-0.705002 -0.528751 -0.356673 -0.126674 0.0268456 
-0.851375 -0.68379 -0.085696 0.0307264 -0.0220075 
-0.691727 -0.566422 -0.166748 0.0618598 -0.0135293 
-0.372024 -0.546687 -0.219615 0.0705853 -0.094984 
-0.313309 -0.726137 -0.174727 0.00948594 -0.075464 
-0.431472 -0.706492 -0.303026 0.0110465 0.0236045 
-0.465424 -0.729643 -0.302789 0.0631253 -0.00466869 
-0.486289 -0.750925 -0.294345 0.0696407 -0.00884933 
-0.462307 -0.795447 -0.268894 0.0675188 -0.0261226 
-0.456445 -0.802126 -0.254559 0.071394 -0.0364089 
-0.474071 -0.772983 -0.271336 0.0876316 -0.0194537 
-0.473889 -0.768367 -0.265963 0.0943396 -0.0168514 
-0.490446 -0.726603 -0.243259 0.0675722 0.00534432 
-0.481732 -0.700162 -0.178089 0.0199321 -0.0672534 
-0.468592 -0.651822 -0.133706 -0.01052 -0.104866 
-0.417434 -0.538786 -0.121469 -0.0320605 -0.0640894 
-0.358202 -0.308866 -0.129358 -0.175535 -0.183431 
-0.472989 -0.149304 -0.0417981 -0.260744 -0.26275 
-0.598117 -0.0729476 -0.328925 -0.255614 -0.139596 
-0.838781 -0.0882052 -0.303674 -0.013454 0.0152962 
-0.973993 -0.330775 -0.210076 -0.104098 0.13438 
-1.13185 -0.152689 -0.299316 -0.137382 0.134896 
-1.09508 -0.293334 -0.337894 -0.204641 0.188029 
-0.799023 -0.204647 -0.174474 -0.231238 0.0328663 
-0.421763 -0.0787279 -0.336679 -0.417179 -0.108898 
-0.400747 -0.287318 -0.36355 -0.47076 -0.0147441 
