4.59501 -0.545771 -0.434936 -0.318355 -0.264479 -0.0478476 
3.63462 -0.420315 -0.308058 -0.286344 -0.584786 -0.123375 
3.3468 -0.525983 -0.486055 -0.254114 -0.249975 0.124003 
3.64254 -0.614734 -0.408772 -0.0706619 -0.272363 -0.00583958 
3.49802 -0.568295 -0.39963 -0.200174 -0.277986 0.103765 
3.40841 -0.51602 -0.363264 -0.301935 -0.407844 0.129301 
4.14548 -0.651112 -0.299304 -0.376133 -0.28363 0.0699673 
3.48487 -0.456053 -0.378421 -0.253639 -0.307773 -0.0213703 
3.34828 -0.62073 -0.448618 -0.149527 -0.0854368 -0.00173542 
3.31821 -0.754684 -0.476568 -0.232215 -0.0987238 0.0612308 
3.31842 -0.655911 -0.436948 -0.233122 -0.217855 0.0421962 
3.29998 -0.658718 -0.555793 -0.262402 -0.0534759 0.120379 
2.97889 -0.640805 -0.520836 -0.221372 -0.0666557 0.0378199 
2.64139 -0.531378 -0.295651 -0.308957 -0.156735 -0.0148378 
2.55067 -0.499729 -0.333291 -0.3474 -0.191384 -0.008787 
2.84942 -0.686369 -0.37618 -0.235132 -0.348741 0.0400867 
2.96688 -0.755815 -0.396179 -0.121 -0.371857 0.130451 
2.9251 -0.761821 -0.335404 -0.338846 -0.217699 0.107626 
2.9462 -0.807908 -0.185556 -0.372635 -0.262587 0.256388 
3.69938 -0.365273 -0.468936 -0.191721 -0.308326 -0.0755213 
4.9926 -0.526578 -0.560211 -0.252904 -0.315995 0.133752 
3.71787 -0.546864 -0.662035 -0.138182 -0.134152 0.316322 
3.29002 -0.772191 -0.604429 -0.178462 -0.062673 0.0941469 
3.81864 -0.574137 -0.347587 0.0556002 -0.264705 -0.0733162 
5.97273 -0.737669 -0.509727 -0.0139692 -0.191089 0.0448123 
6.59868 -0.71933 -0.578976 -0.0423346 -0.222249 0.058484 
6.3704 -0.48805 -0.563067 -0.218716 -0.252749 0.122275 
5.79619 -0.326079 -0.463238 -0.108619 -0.415276 -0.23417 
4.38742 -0.199696 -0.315195 -0.0989614 -0.4029 -0.264367 
3.64311 -0.202236 -0.281431 -0.32418 -0.407711 -0.143848 
3.04154 -0.364295 -0.307156 -0.278025 -0.227637 -0.0177622 
2.70008 -0.516611 -0.249131 -0.149449 -0.18834 -0.0865519 
2.59572 -0.504163 -0.285883 -0.319007 -0.368529 0.00903249 
2.61558 -0.556703 -0.232484 -0.216385 -0.282132 -0.120774 
2.50513 -0.548939 -0.310427 -0.187316 -0.088334 0.0642693 
2.5859 -0.554446 -0.317505 -0.324675 -0.271164 0.000204448 
3.47553 -0.497962 -0.225312 -0.189982 -0.088458 -0.110959 
5.35803 -0.490649 -0.313136 -0.236485 -0.27504 -0.236047 
5.07944 -0.704728 -0.52844 -0.356441 -0.126579 0.0267393 
5.39953 -0.851306 -0.683711 -0.0856447 0.030723 -0.0220429 
5.63315 -0.69172 -0.566413 -0.166743 0.06186 -0.0135316 
6.17435 -0.372025 -0.546685 -0.219615 0.0705853 -0.0949838 
6.64752 -0.313309 -0.726137 -0.174727 0.00948633 -0.0754643 
7.00132 -0.431472 -0.706492 -0.303026 0.0110466 0.0236045 
7.09566 -0.465424 -0.729643 -0.302789 0.0631253 -0.00466871 
7.13214 -0.486289 -0.750925 -0.294345 0.0696407 -0.00884934 
7.08159 -0.462307 -0.795447 -0.268894 0.0675189 -0.0261226 
7.03538 -0.456445 -0.802125 -0.254559 0.0713941 -0.036409 
7.03347 -0.474071 -0.772983 -0.271336 0.0876317 -0.0194537 
7.02338 -0.473889 -0.768367 -0.265963 0.0943396 -0.0168514 
7.0216 -0.490446 -0.726603 -0.243259 0.0675723 0.0053443 
6.93135 -0.481732 -0.700162 -0.178089 0.0199322 -0.0672534 
6.82702 -0.468592 -0.651822 -0.133706 -0.0105199 -0.104866 
6.56672 -0.417434 -0.538785 -0.121469 -0.0320603 -0.0640896 
6.1564 -0.358202 -0.308865 -0.129358 -0.175534 -0.18343 
5.94913 -0.472989 -0.149304 -0.0417986 -0.260743 -0.262749 
5.47234 -0.598114 -0.0729481 -0.328922 -0.255609 -0.139594 
4.79425 -0.838689 -0.088133 -0.30362 -0.0134247 0.0152705 
5.3832 -0.97388 -0.33065 -0.209977 -0.104068 0.134303 
4.75835 -1.13138 -0.152224 -0.299022 -0.137391 0.1345 
4.96356 -1.09408 -0.292282 -0.337099 -0.204545 0.186976 
5.23249 -0.799 -0.204628 -0.174458 -0.231228 0.0328587 
6.08879 -0.421763 -0.0787281 -0.336678 -0.417177 -0.108897 
6.61574 -0.400747 -0.287318 -0.36355 -0.47076 -0.0147441 
6.68971 -0.423881 -0.272298 -0.414144 -0.489873 -0.00697486 
6.51484 -0.411679 -0.246792 -0.371075 -0.564314 -0.0630987 
5.9138 -0.316138 -0.248493 -0.142588 -0.572533 -0.22367 
5.47318 -0.220359 -0.161624 -0.178002 -0.525828 -0.229937 
4.90238 -0.180918 0.0633127 -0.100237 -0.469102 -0.299162 
4.66997 -0.37864 0.237456 -0.225765 -0.439832 -0.207075 
4.46113 -0.852865 0.237427 -0.159985 -0.325234 0.0679534 
