8	39	2.767659	-22.681472	0	1.592331	2.381533	0.06552	0.319495	2.60922	0.317135	3.105509	55.466206	4.665906	0.944295	0	0	0	0	0	4.718458	0.284259	0.284259	12.096208	-0.972803	0.041739	36.487435	0	-59.168907	0.319902	10.401125	0.168725	29.223594	835.294769	0.056763	0.074125	40	6.466938	13.033898	26.457711	0	0.033799	0	0
8	58	0.426168	-27.805791	0	2.270391	2.096469	0.059952	0.095923	2.109395	0.342033	5.084836	44.887266	4.5803	0.976981	0	0	0	0	0	5.490777	0.077893	0.077893	12.139805	-0.810427	0.041517	43.813039	0	-71.61883	0.313048	13.291127	0.178909	36.331153	4295.505127	0.018382	0.018382	40	6.209732	12.302521	20.269601	0	0.045455	0	0
8	42	1.956283	-23.423145	0	1.679052	2.948919	0.067556	0.207349	2.586883	0.481412	1.71015	37.298595	5.135007	1.236593	0	0	0	0	0	4.482076	0.348382	0.348382	14.923575	-0.496034	0.042039	30.257263	0	-53.680408	0.355641	11.869628	0.09329	43.904936	24574.00506	0.113713	0.113713	40	7.448075	15.460465	21.842153	0	0.046275	0	0
8	60	0.379876	-23.598059	0	2.425216	2.452282	0.061238	0.118881	2.247551	0.471229	2.692418	19.875269	4.878469	1.415151	0	0	0	0	0	4.046048	0.092568	0.092568	14.608664	-0.171056	0.042813	43.757737	0	-67.355796	0.349802	14.586082	0.144617	43.397148	21862.25473	0.077078	0.077078	40	6.804632	15.051383	23.777311	0	0.044307	0	0
2	43	0.346237	-23.575358	0	1.785699	3.28791	0.083825	0.243675	2.747807	0.515388	1.887853	33.655753	5.57726	1.376218	0	0	0	0	0	5.155036	0.299987	0.299987	18.710745	0.322276	0.041864	12.441718	0	-36.017076	0.396655	13.361371	0.152015	25.65495	366.701188	0.072243	0.072243	40	8.268712	18.328889	27.436651	0	0.035988	0	0
2	58	0.496355	-23.667598	0	1.795984	2.499922	0.053866	0.094139	2.560559	0.504712	2.588754	23.184046	5.199654	1.449998	0	0	0	0	0	4.647937	0.063516	0.063516	17.908148	0.280622	0.042107	12.48788	0	-36.155479	0.379987	15.465604	0.143017	38.482324	7049.702103	0.076697	0.076697	17.500909	7.611139	16.981818	26.521873	0	0.046555	0	0
8	42	1.047533	-23.574233	0	2.280758	2.683265	0.047974	0.190751	3.053748	0.39982	1.139331	63.274534	5.67818	1.494593	0	0	0	0	0	4.776034	0.340711	0.340711	22.052634	0.796155	0.041697	37.47544	0	-61.049673	0.438073	15.204837	0.171582	40.658295	11635.69179	0.055274	0.055274	40	8.914801	20.808889	27.765757	0	0.044683	0	37.071927
8	63	2.220334	-24.29344	0	2.411225	2.684333	0.062858	0.130303	2.410007	0.593692	1.629113	28.881222	5.329205	1.652405	6	46500.73218	0	0	0	5.468419	-0.086148	0.086148	21.148915	1.198472	0.042306	41.725746	0	-66.019186	0.412174	19.203522	0.177122	26.22619	418.390867	0.05204	0.05204	40	8.105105	19.514706	23.500867	0	0.046125	0	0
8	41	1.917225	-23.915305	0	2.516118	4.021888	0.074741	0.310567	3.491283	0.443106	1.48357	26.503773	6.010455	1.819801	1	1569.388651	0	0	0	4.771146	0.251249	0.251249	23.919923	0.932858	0.041526	36.99163	0	-60.906935	0.439453	15.910834	0.156239	32.168393	1646.552787	0.066466	0.066466	40	9.214058	22.25974	27.579124	0	0.045208	34	0
8	61	1.690752	-24.131244	0	1.761686	4.917402	0.069685	0.127246	2.963822	0.527385	2.83645	15.409787	4.95052	1.515148	0	0	0	0	0	6.096205	-0.114719	0.114719	22.196062	0.714325	0.042497	43.133175	0	-67.264419	0.422395	17.535222	0.179974	24.20844	262.53845	0.034929	0.034929	40	8.580018	20.468531	23.728098	0	0.042608	0	0
8	41	0.196862	-29.346619	0	1.984252	3.303113	0.068655	0.312857	3.591238	0.376468	1.080651	45.922943	6.112343	1.796867	1	3181.892735	0.03323	21320126.29	0.005948	5.607546	0.348777	0.348777	22.228352	0.642896	0.041797	48.595976	0	-77.942595	0.45309	18.20804	0.182898	24.703025	294.32657	0.039408	0.039408	40	9.51349	23.57551	30.279523	0	0.03323	34	0
8	62	1.863829	-23.947952	0	2.170054	3.692607	0.048769	0.143077	2.891871	0.563308	1.914258	14.401967	5.18621	1.508032	0	0	0	0	0	6.624477	-0.270817	0.270817	23.563705	1.085556	0.041839	33.617078	0	-57.56503	0.443709	18.907511	0.17912	0	0	0	0	40	9.05303	22.129032	27.012783	0	0.044425	0	0
8	42	1.495021	-28.866921	0	2.219246	4.487348	0.080461	0.385185	3.506368	0.494946	1.83725	29.885962	6.259787	2.100327	1	1553.269985	0.010425	19429072.32	0.002669	6.178842	0.311906	0.311906	24.386273	1.160201	0.041363	49.549635	0	-78.416556	0.467662	16.838756	0.18015	18.031407	62.553677	0.034262	0.034262	40	10.047383	24.84375	23.109825	0	0.031276	0	0
8	59	2.070995	-24.22033	0	1.845935	4.026772	0.056798	0.127013	3.344385	0.517535	1.75764	13.243691	5.346215	1.857688	0	0	0	0	0	6.950777	-0.157393	0.157393	24.206946	1.142931	0.041743	43.813132	0	-68.033461	0.441033	20.771909	0.174717	24.718586	295.386619	0.040085	0.040085	40	9.055439	22.240964	31.15232	0	0.073783	0	0
8	41	2.319143	-24.503519	0	1.650993	3.175458	0.073616	0.426036	3.113337	0.415538	2.297948	17.928344	5.224651	1.344696	0	0	0	0	0	5.147407	0.628161	0.628161	21.483585	0.948568	0.04188	31.889799	0	-56.393318	0.472475	12.616215	0.166292	26.410761	436.598755	0.060802	0.060802	40	9.104397	19.971292	22.390606	0	0.046816	0	0
8	62	0.439938	-24.728418	0	1.200114	3.396608	0.067083	0.149766	3.182332	0.560452	2.498029	16.111028	5.068013	1.603535	0	0	0	0	0	4.632945	0.466861	0.466861	23.520005	1.45535	0.041946	43.137128	0	-67.865546	0.448075	16.265696	0.170182	42.196637	16582.02286	0.056195	0.056195	40	8.628845	19.314815	25.507768	0	0.045455	0	0
8	42	2.210424	-24.072623	0	1.876461	2.942135	0.093742	0.309317	3.879142	0.506859	1.424728	31.327238	6.020726	2.163674	0	0	0	0	0	6.292033	0.550057	0.550057	25.166222	1.594173	0.04182	37.481147	0	-61.553769	0.519324	15.754349	0.172308	18.374174	67.772905	0.054247	0.054247	40	11.286059	24.459677	27.587041	0	0.042735	0	0
2	62	0.351826	-28.989925	0	1.565247	4.547944	0.05736	0.179153	3.451652	0.555572	1.867705	12.687242	5.390772	1.909179	0	0	0	0	0	6.597418	-0.049995	0.049995	23.988714	0.981382	0.04165	10.812161	0	-39.802086	0.480447	17.137566	0.1829	23.154196	205.737682	0.037683	0.037683	40	9.750655	22.325	27.332274	0	0.046468	0	0
8	41	3.368296	-24.595416	0	1.353808	3.258095	0.090563	0.367081	3.380451	0.47542	1.877647	19.455535	5.467164	2.087013	0	0	0	0	0	2.961109	-0.123657	0.123657	23.482846	0.803032	0.041542	34.548105	0	-59.143521	0.496542	13.762624	0.174778	26.759421	473.178751	0.054532	0.07271	40	10.458244	22.709402	30.705525	0	0.033304	0	0
8	58	0.151976	-24.875719	0	1.516228	3.750239	0.056602	0.193201	3.029836	0.445513	2.03657	12.96803	4.446948	2.168074	0	0	0	0	0	3.651098	-0.369932	0.369932	21.95839	0.416139	0.04185	53.885858	0	-78.761578	0.485847	16.717953	0.178078	38.536966	7138.974271	0.053357	0.069351	40	10.518322	21.7	25.376018	0	0.042159	0	0
