33	0.229569	-31.25218	1.36876	2.543556	0.372371	3.976309	0.723237	0.812293	8.005393	2.945586	0.154303	34.844663	49.727257	11.744795	0.030019	0.157527	0.157527	40	11.344969	28.807453
34	0.682507	-31.622311	0.846728	3.038022	0.328565	4.630814	0.472318	1.017368	5.721203	3.951621	0.238587	32.024686	49.470253	10.896829	0.066041	0.130355	0.130355	40	10.290741	26.028986
68	0.21785	-31.701076	0.408459	3.914345	0.193761	4.458035	0.67752	4.227439	4.419627	4.37469	0.039568	41.546174	50.088417	13.685878	0.054034	0.138937	0.138937	40	8.686069	24.21374
76	0.547979	-31.721278	0.47403	5.869567	0.151623	5.162088	0.688732	4.303058	4.442365	9.83984	0.842411	33.684627	47.353278	10.48923	0.018011	0.16742	0.16742	40	8.639754	24.305085
31	0.36178	-32.35719	1.405614	3.306822	0.257227	2.857916	0.68812	1.553884	6.640737	1.8949	0.208527	38.422599	46.177167	10.241362	0.030019	0.156696	0.156696	40	11.127839	29.125
34	0.19356	-32.080322	1.032429	2.938598	0.229473	2.99331	0.628053	0.756442	6.01391	2.18519	0.286423	41.547749	44.951844	11.284817	0.09606	0.104138	0.104138	40	11.236896	28.281081
67	0.279936	-32.657418	0.365854	4.057757	0.172566	5.339342	0.723472	0.886998	5.097895	4.343091	0.630222	42.844537	46.368191	14.728135	0.024015	0.164127	0.164127	40	9.353341	27.898305
79	0.101469	-32.633335	1.139341	4.272253	0.094687	4.427624	0.570816	3.499657	4.878195	8.638761	1.016399	37.420777	45.872915	13.246254	0.030019	0.157921	0.157921	40	9.360913	27.852349
32	0.281845	-32.807965	1.306609	2.597968	0.230451	2.523386	0.588851	1.177288	6.543021	1.534154	0.01923	42.889763	45.553177	9.696743	0.012008	0.174183	0.174183	40	11.437996	30.35461
35	0.499702	-32.932826	1.257008	2.630977	0.197485	2.430256	0.616816	0.798742	6.591975	1.39663	0.015195	42.709118	44.406741	10.620451	0.060038	0.131817	0.131817	40	11.250958	28.941176
61	0.296673	-33.328196	0.491536	4.987734	0.137659	5.219515	0.630713	1.253368	5.642537	4.922804	0.314951	34.670741	44.167855	12.056161	0.066041	0.131889	0.131889	40	10.230101	29.483871
78	0.501078	-33.101901	0.158194	6.469151	0.140916	5.674767	0.469653	6.619922	4.308547	4.780269	0.17664	37.124413	40.192253	8.039684	0	0.190447	0.190447	40	9.474625	29.378788
34	0.199655	-31.210288	1.033171	3.200837	0.346151	3.850106	0.668313	0.947374	6.495989	3.314807	0.412636	28.600307	43.927135	12.988676	0	0.214642	0.214642	40	8.567558	21.045455
39	0.142289	-31.246472	0.692876	2.584816	0.271825	3.877846	0.630971	1.068104	6.892272	4.539376	0.489817	26.594468	43.843408	13.081224	0.036023	0.153323	0.153323	40	8.673283	20.972603
