2.000000	10.000000	0.009735	1.000000	4.929515	0.000000	19.370605	
2.000000	10.000000	0.019499	1.166667	4.093023	0.194444	12.659816	
2.000000	10.000000	0.029520	1.230769	4.046154	0.284024	12.325209	
2.000000	10.000000	0.028109	1.031250	4.017606	0.032227	12.123549	
2.000000	10.000000	0.040780	1.179487	3.559211	0.211703	9.108771	
2.000000	10.000000	0.038310	1.147059	3.547101	0.168685	9.034828	
2.000000	10.000000	0.045699	1.062500	4.691629	0.066406	17.319759	
2.000000	10.000000	0.064022	1.145161	4.007722	0.166233	12.054117	
2.000000	10.000000	0.072581	1.140845	4.107143	0.160682	12.761482	
2.000000	10.000000	0.090612	1.168421	3.010811	0.196787	6.054171	
2.000000	10.000000	0.086003	1.228916	2.945652	0.281318	5.731215	
2.000000	10.000000	0.094680	1.235294	3.147336	0.290657	6.758386	
2.000000	10.000000	0.097653	1.238095	2.868657	0.294785	5.360535	
2.000000	10.000000	0.156339	1.401709	3.443579	0.563080	8.414660	
2.000000	10.000000	0.126531	1.383929	2.801047	0.531330	5.044817	
2.000000	10.000000	0.147601	1.367521	3.175257	0.502593	6.907002	
2.000000	10.000000	0.145299	1.382114	3.076923	0.528125	6.390533	
2.000000	10.000000	0.130919	1.342857	2.785714	0.460408	4.974491	
2.000000	10.000000	0.185947	1.669231	2.810651	1.117101	5.089107	
2.000000	10.000000	0.152156	1.313869	2.488834	0.412382	3.705460	
2.000000	10.000000	0.180083	1.331288	2.897361	0.441040	5.497338	
2.000000	10.000000	0.219421	1.620690	2.409222	1.005945	3.395128	
2.000000	10.000000	0.230228	1.735099	2.257732	1.275470	2.839622	
2.000000	10.000000	0.213904	1.558442	2.609468	0.870298	4.199853	
2.000000	10.000000	0.212335	1.639456	2.476454	1.048360	3.656372	
2.000000	10.000000	0.244545	1.868056	2.301939	1.621576	2.996984	
2.000000	10.000000	0.260033	1.654255	2.137681	1.082305	2.431999	
2.000000	10.000000	0.247668	1.810606	1.852041	1.467688	1.578014	
2.000000	10.000000	0.277826	1.821839	1.925234	1.497259	1.781291	
2.000000	10.000000	0.314698	1.960674	2.282282	1.883569	2.926530	
2.000000	10.000000	0.333637	1.906250	1.832080	1.727539	1.524438	
2.000000	10.000000	0.344991	2.039106	1.893443	2.118847	1.691682	
2.000000	10.000000	0.317299	1.982659	1.892308	1.948278	1.688521	
2.000000	10.000000	0.318853	1.952128	1.769752	1.858675	1.362269	
2.000000	10.000000	0.355085	2.277174	1.956298	2.908347	1.870804	
2.000000	10.000000	0.300444	2.112500	1.703463	2.350157	1.198324	
2.000000	10.000000	0.336022	2.083333	1.755924	2.256944	1.327345	
2.000000	10.000000	0.358411	2.185567	1.946154	2.591136	1.841361	
2.000000	10.000000	0.396172	2.379310	1.845029	3.281807	1.559104	
2.000000	10.000000	0.392473	2.136585	1.751938	2.428412	1.317349	
2.000000	10.000000	0.391530	2.502763	1.625866	3.761058	1.017574	
2.000000	10.000000	0.404639	2.427835	1.728180	3.466548	1.258425	
2.000000	10.000000	0.457169	2.913793	1.720000	5.576397	1.238400	
2.000000	10.000000	0.448942	2.853801	1.610215	5.290379	0.982577	
2.000000	10.000000	0.435734	3.044586	1.470309	6.224918	0.691499	
2.000000	10.000000	0.504649	3.491228	1.522078	8.697447	0.794643	
2.000000	10.000000	0.495726	3.670886	1.594595	9.804519	0.948137	
2.000000	10.000000	0.515817	3.514970	1.505464	8.840045	0.760959	
2.000000	10.000000	0.489814	4.459677	1.361702	15.429043	0.492531	
2.000000	10.000000	0.552526	4.101191	1.460733	12.718574	0.673008	
2.000000	10.000000	0.552294	3.786163	1.418605	10.548868	0.593835	
2.000000	10.000000	0.532178	4.387754	1.300459	14.864636	0.390734	
2.000000	10.000000	0.536193	4.878049	1.341085	18.917315	0.457424	
2.000000	10.000000	0.637640	5.536585	1.367491	25.117193	0.502541	
2.000000	10.000000	0.600736	5.533899	1.291667	25.090139	0.376736	
2.000000	10.000000	0.667299	6.901960	1.314607	40.735096	0.413584	
2.000000	10.000000	0.654772	6.860870	1.276074	40.210674	0.352290	
2.000000	10.000000	0.624783	6.058824	1.237143	30.650520	0.293380	
2.000000	10.000000	0.735081	8.741935	1.236287	67.679497	0.292118	
1.000000	30.000000	0.000000	1.000000	11.838710	0.000000	128.316345	
1.000000	30.000000	0.013298	1.000000	9.275002	0.000000	76.750648	
1.000000	30.000000	0.025070	1.125000	6.730769	0.140625	38.572483	
1.000000	30.000000	0.019391	1.166667	8.634146	0.194444	65.914330	
1.000000	30.000000	0.025575	1.000000	9.524998	0.000000	81.200577	
1.000000	30.000000	0.031915	1.090909	8.272728	0.099174	60.165298	
1.000000	30.000000	0.073746	1.086957	4.906250	0.094518	19.165039	
1.000000	30.000000	0.069892	1.083333	7.061225	0.090278	42.799671	
1.000000	30.000000	0.054201	1.000000	7.270833	0.000000	45.594189	
1.000000	30.000000	0.102151	1.187500	5.566667	0.222656	25.421114	
1.000000	30.000000	0.090686	1.088235	5.537313	0.096021	25.124519	
1.000000	30.000000	0.086076	1.096774	6.118643	0.106139	31.319153	
1.000000	30.000000	0.081301	1.250000	5.745764	0.312500	27.268036	
1.000000	30.000000	0.166197	1.311111	3.746835	0.407901	10.291940	
1.000000	30.000000	0.126074	1.333333	6.224490	0.444444	32.519783	
1.000000	30.000000	0.154412	1.369565	4.423077	0.506144	15.140530	
1.000000	30.000000	0.160665	1.288889	3.564706	0.372346	9.142421	
1.000000	30.000000	0.164103	1.230769	4.126583	0.284024	12.902102	
1.000000	30.000000	0.203343	1.258621	3.213483	0.325505	7.112990	
1.000000	30.000000	0.161954	1.312500	6.037037	0.410156	30.408781	
1.000000	30.000000	0.197970	1.500000	3.511111	0.750000	8.816791	
1.000000	30.000000	0.249377	1.587302	3.420455	0.932225	8.279054	
1.000000	30.000000	0.252101	1.343284	3.560000	0.461127	9.113601	
1.000000	30.000000	0.266491	1.683333	2.622642	1.150278	4.255607	
1.000000	30.000000	0.251337	1.424242	3.373494	0.604224	8.006968	
1.000000	30.000000	0.251323	1.792453	3.493827	1.420434	8.713002	
1.000000	30.000000	0.262295	1.684211	2.621359	1.152355	4.250165	
1.000000	30.000000	0.309045	1.835821	2.412281	1.534418	3.406817	
