62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.000000	1.000000	
62.325562	125.661852	10.000000	0.024250	1.141959	
62.325562	125.661852	10.000000	0.022875	1.106679	
62.325562	125.661852	10.000000	0.025667	1.107162	
62.325562	125.661852	10.000000	0.025167	1.939373	
62.325562	125.661852	10.000000	0.024292	2.008128	
62.325562	125.661852	10.000000	0.023708	2.035226	
62.325562	125.661852	10.000000	0.024708	2.577229	
62.325562	125.661852	10.000000	0.026542	2.469400	
62.325562	125.661852	10.000000	0.022667	2.285569	
62.325562	125.661852	10.000000	0.025750	3.267371	
62.325562	125.661852	10.000000	0.030292	3.211556	
62.325562	125.661852	10.000000	0.022792	3.313490	
62.325562	125.661852	10.000000	0.022500	3.305344	
62.325562	125.661852	10.000000	0.024583	4.684405	
62.325562	125.661852	10.000000	0.025292	4.777037	
62.325562	125.661852	10.000000	0.027417	4.810278	
62.325562	125.661852	10.000000	0.024000	5.223095	
62.325562	125.661852	10.000000	0.050708	1.125616	
62.325562	125.661852	10.000000	0.050792	1.118534	
62.325562	125.661852	10.000000	0.049583	1.996851	
62.325562	125.661852	10.000000	0.052500	1.972488	
62.325562	125.661852	10.000000	0.049542	1.954745	
62.325562	125.661852	10.000000	0.049333	2.604843	
62.325562	125.661852	10.000000	0.050042	2.596398	
62.325562	125.661852	10.000000	0.046333	3.454642	
62.325562	125.661852	10.000000	0.050625	3.224832	
62.325562	125.661852	10.000000	0.051750	3.315873	
62.325562	125.661852	10.000000	0.047833	3.262610	
62.325562	125.661852	10.000000	0.043167	4.675529	
62.325562	125.661852	10.000000	0.052625	5.243319	
62.325562	125.661852	10.000000	0.050500	5.159494	
62.325562	125.661852	10.000000	0.050000	5.178963	
62.325562	125.661852	10.000000	0.078125	1.097004	
62.325562	125.661852	10.000000	0.074333	1.112049	
62.325562	125.661852	10.000000	0.075500	1.132504	
62.325562	125.661852	10.000000	0.074708	1.103383	
62.325562	125.661852	10.000000	0.070583	1.959896	
62.325562	125.661852	10.000000	0.069500	1.954227	
62.325562	125.661852	10.000000	0.076625	1.997101	
62.325562	125.661852	10.000000	0.071750	1.926615	
62.325562	125.661852	10.000000	0.073667	2.495870	
62.325562	125.661852	10.000000	0.073875	2.456866	
62.325562	125.661852	10.000000	0.077625	3.261711	
62.325562	125.661852	10.000000	0.073208	3.274217	
62.325562	125.661852	10.000000	0.076917	5.014242	
62.325562	125.661852	10.000000	0.070417	5.127346	
62.325562	125.661852	10.000000	0.078333	5.492036	
62.325562	125.661852	10.000000	0.074958	5.277180	
62.325562	125.661852	10.000000	0.096458	1.116262	
62.325562	125.661852	10.000000	0.097333	1.106884	
62.325562	125.661852	10.000000	0.102292	1.119248	
62.325562	125.661852	10.000000	0.100792	1.109121	
62.325562	125.661852	10.000000	0.097625	2.468356	
62.325562	125.661852	10.000000	0.105083	2.575311	
62.325562	125.661852	10.000000	0.105833	2.504398	
62.325562	125.661852	10.000000	0.100708	3.281829	
62.325562	125.661852	10.000000	0.094458	3.198060	
62.325562	125.661852	10.000000	0.099250	4.971608	
62.325562	125.661852	10.000000	0.096375	4.733893	
62.325562	125.661852	10.000000	0.106042	5.213111	
62.325562	125.661852	10.000000	0.127750	1.110491	
62.325562	125.661852	10.000000	0.121875	1.104707	
62.325562	125.661852	10.000000	0.123167	1.102414	
62.325562	125.661852	10.000000	0.123042	2.005633	
62.325562	125.661852	10.000000	0.124583	1.988256	
62.325562	125.661852	10.000000	0.120917	2.502048	
62.325562	125.661852	10.000000	0.121208	2.444287	
62.325562	125.661852	10.000000	0.122958	2.559877	
62.325562	125.661852	10.000000	0.126583	3.477304	
62.325562	125.661852	10.000000	0.119458	3.240374	
62.325562	125.661852	10.000000	0.136625	5.296497	
62.325562	125.661852	10.000000	0.123375	4.822220	
62.325562	125.661852	10.000000	0.119000	4.855137	
62.325562	125.661852	10.000000	0.151333	1.112482	
62.325562	125.661852	10.000000	0.146125	1.101171	
62.325562	125.661852	10.000000	0.149167	1.122743	
62.325562	125.661852	10.000000	0.146875	1.111886	
62.325562	125.661852	10.000000	0.152958	2.022975	
62.325562	125.661852	10.000000	0.155750	2.496063	
62.325562	125.661852	10.000000	0.145625	2.502868	
62.325562	125.661852	10.000000	0.145375	2.426462	
62.325562	125.661852	10.000000	0.147500	3.296618	
62.325562	125.661852	10.000000	0.149667	3.303350	
62.325562	125.661852	10.000000	0.141208	3.272879	
62.325562	125.661852	10.000000	0.151542	4.957242	
62.325562	125.661852	10.000000	0.202083	1.110723	
62.325562	125.661852	10.000000	0.201917	1.111755	
62.325562	125.661852	10.000000	0.196625	1.993462	
62.325562	125.661852	10.000000	0.200167	2.019077	
62.325562	125.661852	10.000000	0.199250	2.013163	
62.325562	125.661852	10.000000	0.201792	1.968301	
62.325562	125.661852	10.000000	0.198167	3.341838	
62.325562	125.661852	10.000000	0.198833	3.363348	
62.325562	125.661852	10.000000	0.210958	3.465110	
