39	2.767659	-22.681472	1.592331	2.381533	0.06552	2.60922	0.317135	3.105509	4.665906	4.718458	0.284259	12.096208	36.487435	10.401125	0.168725	0.056763	0.074125	40	6.466938	13.033898
41	2.64644	-26.912681	1.228606	2.475872	0.073468	2.552055	0.510894	3.791261	4.423824	3.581669	0.17874	10.529707	50.896332	10.467581	0.18502	0.035426	0.035426	40	6.129421	13.06383
58	0.426168	-27.805791	2.270391	2.096469	0.059952	2.109395	0.342033	5.084836	4.5803	5.490777	0.077893	12.139805	43.813039	13.291127	0.178909	0.018382	0.018382	40	6.209732	12.302521
78	0.663084	-23.158264	1.537538	2.365098	0.065981	2.401021	0.1216	15.562697	4.309626	5.05397	0.119809	11.392148	13.291078	12.001156	0.177153	0.053606	0.053606	40	5.986659	11.885496
42	1.956283	-23.423145	1.679052	2.948919	0.067556	2.586883	0.481412	1.71015	5.135007	4.482076	0.348382	14.923575	30.257263	11.869628	0.09329	0.113713	0.113713	40	7.448075	15.460465
40	0.505723	-28.018537	1.321517	2.619613	0.079474	2.760537	0.502938	1.548401	4.049282	3.672742	0.282512	13.95478	50.254943	12.021713	0.16678	0.061919	0.061919	40	7.051088	16.057348
60	0.379876	-23.598059	2.425216	2.452282	0.061238	2.247551	0.471229	2.692418	4.878469	4.046048	0.092568	14.608664	43.757737	14.586082	0.144617	0.077078	0.077078	40	6.804632	15.051383
73	0.405342	-24.385228	1.190126	2.342056	0.106971	2.429055	0.364412	4.857044	4.145936	5.119212	0.095906	13.933661	11.423669	10.154708	0.155916	0.068411	0.07528	40	6.211439	14.063745
43	0.346237	-23.575358	1.785699	3.28791	0.083825	2.747807	0.515388	1.887853	5.57726	5.155036	0.299987	18.710745	12.441718	13.361371	0.152015	0.072243	0.072243	40	8.268712	18.328889
43	0.516602	-28.208607	1.316072	2.788389	0.061138	2.928637	0.542833	1.466627	5.191792	3.280764	0.26321	17.981095	50.651657	14.10814	0.172935	0.053628	0.053628	40	7.661385	18.175182
58	0.496355	-23.667598	1.795984	2.499922	0.053866	2.560559	0.504712	2.588754	5.199654	4.647937	0.063516	17.908148	12.48788	15.465604	0.143017	0.076697	0.076697	17.500909	7.611139	16.981818
78	2.062798	-24.433785	2.073026	2.588977	0.077584	2.470052	0.448062	3.400973	4.317081	4.55347	0.103119	16.945046	38.202355	11.907446	0.180645	0.036319	0.036319	40	7.152275	16.536398
42	1.047533	-23.574233	2.280758	2.683265	0.047974	3.053748	0.39982	1.139331	5.67818	4.776034	0.340711	22.052634	37.47544	15.204837	0.171582	0.055274	0.055274	40	8.914801	20.808889
42	1.478501	-24.102801	1.191871	3.014123	0.079845	3.382758	0.533809	1.573849	6.096538	3.784342	0.165791	19.869437	50.726023	15.386427	0.182178	0.050416	0.050416	40	8.748559	20.561798
63	2.220334	-24.29344	2.411225	2.684333	0.062858	2.410007	0.593692	1.629113	5.329205	5.468419	0.086148	21.148915	41.725746	19.203522	0.177122	0.05204	0.05204	40	8.105105	19.514706
79	2.180099	-24.472873	1.395412	2.497447	0.068028	2.362397	0.402888	6.157531	4.316471	5.058192	0.207311	20.039068	36.420848	12.790715	0.180815	0.017914	0.017914	40	7.640123	17.820225
41	1.917225	-23.915305	2.516118	4.021888	0.074741	3.491283	0.443106	1.48357	6.010455	4.771146	0.251249	23.919923	36.99163	15.910834	0.156239	0.066466	0.066466	40	9.214058	22.25974
44	1.759153	-24.076868	1.462546	3.992382	0.08844	3.543086	0.585215	1.982689	6.916662	4.246333	0.240006	23.101103	11.559801	15.239845	0.159926	0.063024	0.075563	40	8.988267	21.975207
61	1.690752	-24.131244	1.761686	4.917402	0.069685	2.963822	0.527385	2.83645	4.95052	6.096205	0.114719	22.196062	43.133175	17.535222	0.179974	0.034929	0.034929	40	8.580018	20.468531
74	2.271887	-24.53564	1.357191	3.131051	0.079219	2.503017	0.36733	4.310942	4.028764	6.690981	0.262304	20.284524	32.125062	13.08153	0.164706	0.059667	0.059667	40	7.463036	18.747899
41	0.196862	-29.346619	1.984252	3.303113	0.068655	3.591238	0.376468	1.080651	6.112343	5.607546	0.348777	22.228352	48.595976	18.20804	0.182898	0.039408	0.039408	40	9.51349	23.57551
42	0.397674	-24.352339	0.88375	2.780567	0.097039	4.174765	0.519924	1.817036	6.288706	5.466077	0.131777	23.740237	11.089499	14.853301	0.178771	0.038253	0.038253	40	10.104311	24.15748
